reference_file,reference_function,a03_file,a03_function,similarity_score,role_candidate,basic_block_count,internal_block_count,call_count,incoming_lcalls,xdata_read_count,xdata_write_count,arithmetic_hits,a03_pipeline_hits,near_known_a03_chain,confidence,notes
A04_28.PZU,0x89C9,A03_26.PZU,0x69A3,6.75,unknown,1,0,1,6,0,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=6
A04_28.PZU,0x89C9,A03_26.PZU,0x69CE,6.75,unknown,1,0,1,5,0,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=5
A04_28.PZU,0x89C9,A03_26.PZU,0x6B0F,6.75,unknown,1,0,3,2,0,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=2
A04_28.PZU,0x89C9,A03_26.PZU,0x8E92,6.75,unknown,3,2,0,1,0,0,2,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x8EB1,6.75,state_reader_or_packet_builder,8,7,2,1,6,0,3,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0xA26E,6.75,unknown,1,0,16,1,1,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0x6991,6.50,unknown,1,0,1,1,0,0,0,0,no,hypothesis,incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0x6AE9,6.50,unknown,2,1,0,5,0,0,2,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=5; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x6B22,6.50,unknown,2,1,0,6,0,0,2,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=6; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x6D5D,6.50,unknown,1,0,0,5,0,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=5
A04_28.PZU,0x89C9,A03_26.PZU,0x70B3,6.50,state_reader_or_packet_builder,3,2,0,1,11,1,1,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x8F80,6.50,unknown,3,2,1,2,0,0,4,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=2; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x93B4,6.50,unknown,7,6,1,1,0,0,2,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x9439,6.50,dispatcher_or_router,8,7,5,2,1,0,4,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=2; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x9F58,6.50,state_reader_or_packet_builder,3,2,31,1,3,1,0,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0xA241,6.50,unknown,1,0,0,13,1,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=13
A04_28.PZU,0x89C9,A03_26.PZU,0x683F,6.25,unknown,1,0,0,20,0,0,8,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=20; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x694E,6.25,unknown,1,0,0,17,0,0,8,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=17; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x69B7,6.25,unknown,1,0,0,1,0,0,0,0,no,hypothesis,incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0x6B3A,6.25,unknown,3,2,0,3,0,0,2,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=3; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x6D2E,6.25,unknown,1,0,0,33,0,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=33
A04_28.PZU,0x89C9,A03_26.PZU,0x86C5,6.25,state_update_worker,6,5,3,1,7,4,2,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x8741,6.25,state_update_worker,1,0,12,1,16,4,1,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x9424,6.25,unknown,3,2,0,1,0,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0x41D0,6.00,unknown,3,2,1,0,1,0,3,0,no,hypothesis,arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x699C,6.00,unknown,1,0,0,2,0,0,0,0,no,hypothesis,incoming_lcall_xref=2
A04_28.PZU,0x89C9,A03_26.PZU,0x69C6,6.00,unknown,3,2,1,3,0,0,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=3
A04_28.PZU,0x89C9,A03_26.PZU,0x6D88,6.00,unknown,1,0,1,3,0,0,0,0,no,hypothesis,incoming_lcall_xref=3
A04_28.PZU,0x89C9,A03_26.PZU,0x6D8D,6.00,state_reader_or_packet_builder,1,0,2,1,3,0,0,0,no,hypothesis,incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0x800B,6.00,unknown,5,4,21,1,4,2,4,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x8EF3,6.00,unknown,5,4,0,3,0,0,1,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=3; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x8FD7,6.00,state_reader_or_packet_builder,3,2,3,2,9,0,0,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=2
A04_28.PZU,0x89C9,A03_26.PZU,0x7953,5.75,state_update_worker,4,3,4,1,22,6,0,3,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1; pipeline_xdata_hit
A04_28.PZU,0x89C9,A03_26.PZU,0x4100,5.75,unknown,1,0,5,0,1,0,15,0,no,hypothesis,arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x492E,5.75,unknown,3,2,0,0,1,0,3,0,no,hypothesis,arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x4954,5.75,unknown,3,2,0,0,1,0,3,0,no,hypothesis,arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x6A06,5.75,unknown,1,0,0,3,0,0,0,0,no,hypothesis,incoming_lcall_xref=3
A04_28.PZU,0x89C9,A03_26.PZU,0x810E,5.75,state_update_worker,7,6,3,1,11,4,4,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x6C7E,5.50,state_reader_or_packet_builder,20,19,3,2,5,0,7,0,yes,hypothesis,chain_distance=1; incoming_lcall_xref=2; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0xA2F5,5.50,state_update_worker,1,0,16,1,23,3,0,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0xA900,5.25,state_reader_or_packet_builder,3,2,33,1,14,0,3,1,yes,hypothesis,chain_distance=0; incoming_lcall_xref=1; pipeline_xdata_hit; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x497A,5.25,state_update_worker,3,2,90,0,8,5,47,0,yes,hypothesis,chain_distance=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x80C3,5.25,state_update_worker,9,8,0,1,5,3,1,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=1; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x941F,5.25,unknown,3,2,0,1,0,0,0,0,no,hypothesis,incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0x9FD8,5.25,state_reader_or_packet_builder,3,2,8,13,4,0,1,0,yes,hypothesis,chain_distance=2; incoming_lcall_xref=13; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x7339,5.00,state_update_worker,3,2,1,1,39,16,0,5,no,hypothesis,incoming_lcall_xref=1; pipeline_xdata_hit
A04_28.PZU,0x89C9,A03_26.PZU,0x41E8,5.00,unknown,3,2,3,1,0,0,0,0,no,hypothesis,incoming_lcall_xref=1
A04_28.PZU,0x89C9,A03_26.PZU,0x8904,4.50,dispatcher_or_router,13,12,14,1,15,2,1,17,yes,hypothesis,chain_distance=0; incoming_lcall_xref=1; pipeline_xdata_hit; arith_present
A04_28.PZU,0x89C9,A03_26.PZU,0x4176,4.25,state_reader_or_packet_builder,5,4,1,0,5,0,10,0,no,hypothesis,arith_present
